Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91512;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;1.424443;-39.4378;0;0;0;-104.3892;18.22165;(-0.1, 1.7, 0.1)
4;0.579;23.17145;65.29691;1;0;1;-81.05243;19.39343;(-0.1, 1.6, -0.1)SaccadeStart;
5;0.675;24.19106;64.58116;0;1;1;-82.93347;18.82864;(-0.1, 1.6, -0.1)
6;0.734;24.0305;65.28584;0;0;0;-83.04562;18.9075;(-0.1, 1.6, -0.1)
7;0.816;24.07859;65.17062;0;0;0;-83.03696;18.909;(-0.1, 1.6, -0.1)
8;0.848;24.06229;65.1609;0;0;0;-82.89981;18.98709;(-0.1, 1.6, -0.1)
9;0.875;24.11019;65.0634;0;0;0;-82.66385;18.96243;(-0.1, 1.6, -0.1)
10;0.904;24.07208;65.09647;0;0;0;-82.5517;18.8999;(-0.1, 1.6, -0.1)
11;0.962;23.99779;65.15755;0;0;0;-82.42511;18.82553;(-0.1, 1.6, -0.1)
12;0.988;23.91113;65.23159;0;0;0;-82.27069;18.74762;(-0.1, 1.6, -0.1)
13;1.018;23.82396;65.31651;0;0;0;-82.0022;18.71707;(-0.1, 1.6, -0.1)
14;1.076;23.7941;65.37209;0;0;0;-81.90884;18.71884;(-0.1, 1.6, -0.1)
15;1.155;23.80144;65.37871;0;0;0;-81.75912;18.70401;(-0.1, 1.6, -0.1)
16;1.189;23.79165;65.40852;0;0;0;-81.63321;18.71567;(-0.1, 1.6, -0.1)
17;1.218;23.80647;65.40041;0;0;0;-81.52307;18.63547;(-0.1, 1.6, -0.1)
18;1.246;23.73939;65.49667;0;0;0;-81.49042;18.59711;(-0.1, 1.6, -0.1)
19;1.299;23.71003;65.54143;0;0;0;-81.48697;18.56149;(-0.1, 1.6, -0.1)
20;1.332;23.67896;65.57935;0;0;0;-81.50952;18.52637;(-0.1, 1.6, -0.1)
21;1.362;23.63527;65.61314;0;0;0;-81.51917;18.56094;(-0.1, 1.6, -0.1)
