Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91512;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;-2.486324;-41.2041;0;0;1;13.25497;13.07437;(0.1, 1.7, 0.3)
4;0.502;5.643758;-12.19965;1;0;1;5.310569;37.28503;(0.1, 1.8, 0.3)SaccadeStart;
5;0.637;-4.268856;14.30102;0;0;1;5.347162;33.01935;(0.1, 1.8, 0.3)
6;0.687;-0.992909;8.934613;1;0;1;3.344652;34.827;(0.1, 1.8, 0.3)SaccadeStart;
7;0.700;-2.662319;10.68097;0;0;1;3.663617;34.34433;(0.1, 1.8, 0.3)
8;0.718;-2.384934;10.21613;1;0;1;4.60949;33.3721;(0.1, 1.8, 0.3)SaccadeStart;
9;0.732;-1.50578;9.254861;1;0;1;4.997778;32.96851;(0.1, 1.8, 0.3)
10;0.747;-1.164697;8.865067;1;0;1;5.34012;32.49231;(0.1, 1.8, 0.3)
11;0.768;-0.876307;8.405523;1;0;1;5.559525;31.98886;(0.1, 1.8, 0.3)
12;0.791;-0.6705301;7.920588;1;0;1;5.419264;31.19574;(0.1, 1.8, 0.3)
13;0.804;-0.67147;7.095434;0;0;1;5.156537;30.88544;(0.1, 1.8, 0.3)
14;0.819;-0.782134;6.753485;1;0;1;4.801659;30.65002;(0.1, 1.8, 0.3)SaccadeStart;
15;0.831;-0.9925507;6.48751;0;0;1;4.482855;30.46991;(0.1, 1.8, 0.3)
16;0.845;-1.190064;6.282927;1;0;1;4.186154;30.29135;(0.1, 1.8, 0.3)SaccadeStart;
17;0.886;-1.383567;6.084338;1;0;1;3.951374;30.09332;(0.1, 1.8, 0.3)
18;0.895;-1.525713;5.87048;1;0;1;3.768612;29.82712;(0.1, 1.8, 0.3)
19;0.917;-1.579462;5.596652;0;0;1;3.586415;29.039;(0.1, 1.8, 0.3)
20;0.931;-1.474469;4.738379;1;0;1;3.57531;29.00479;(0.1, 1.8, 0.3)SaccadeStart;
21;0.945;-1.335399;4.671922;0;0;1;3.565645;29.17319;(0.1, 1.8, 0.3)
22;0.961;-1.227153;4.815991;1;0;1;3.534216;29.43182;(0.1, 1.8, 0.3)SaccadeStart;
23;0.975;-1.167267;5.056633;0;0;1;3.461663;29.69815;(0.1, 1.8, 0.3)
24;0.989;-1.169741;5.309249;1;0;1;3.344655;30.00598;(0.1, 1.8, 0.3)SaccadeStart;
25;1.005;-1.204301;5.603222;1;0;1;3.132464;30.34747;(0.1, 1.8, 0.3)
26;1.034;-1.278009;5.924816;1;0;1;2.839182;30.56158;(0.1, 1.8, 0.3)
27;1.079;-1.363313;6.111046;1;0;1;2.25968;30.73163;(0.1, 1.8, 0.3)
28;1.114;-1.62958;6.227748;0;0;1;1.643518;31.18451;(0.1, 1.8, 0.3)
29;1.125;-2.021657;6.648973;1;0;1;1.49241;31.26709;(0.1, 1.8, 0.3)SaccadeStart;
30;1.179;-2.153347;6.723218;1;0;1;1.367993;31.32278;(0.1, 1.8, 0.3)
31;1.191;-2.433491;6.802536;1;1;1;1.473575;31.27164;(0.1, 1.8, 0.3)
32;1.204;-2.479856;6.771945;0;0;1;1.87189;31.02374;(0.1, 1.8, 0.3)
33;1.216;-2.304568;6.563177;1;0;1;1.950135;30.90497;(0.1, 1.8, 0.3)SaccadeStart;
34;1.232;-2.216636;6.444691;1;0;1;2.016043;30.74225;(0.1, 1.8, 0.3)
35;1.245;-2.124294;6.278409;1;0;1;2.056049;30.58395;(0.1, 1.8, 0.3)
36;1.260;-2.055695;6.116998;1;0;1;2.063925;30.42175;(0.1, 1.8, 0.3)
37;1.274;-1.998825;5.949925;1;0;1;2.036397;30.22037;(0.1, 1.8, 0.3)
38;1.288;-1.944682;5.738418;1;0;1;1.984696;29.98972;(0.1, 1.8, 0.3)
39;1.302;-1.897416;5.495404;1;0;1;1.919825;29.7146;(0.1, 1.8, 0.3)
40;1.317;-1.858286;5.206779;1;0;1;1.850271;29.41608;(0.1, 1.8, 0.3)
41;1.332;-1.834136;4.896085;1;0;1;1.782309;29.10086;(0.1, 1.8, 0.3)
42;1.346;-1.831308;4.570045;1;0;1;1.748167;28.81647;(0.1, 1.8, 0.3)
43;1.359;-1.847535;4.282268;1;0;1;1.743362;28.53409;(0.1, 1.8, 0.3)
44;1.374;-1.889967;4.00422;1;0;1;1.796794;28.23138;(0.1, 1.8, 0.3)
45;1.389;-1.92627;3.714414;1;0;1;1.915828;27.8876;(0.1, 1.8, 0.3)
46;1.402;-1.922228;3.388821;1;0;1;2.095694;27.42743;(0.1, 1.8, 0.3)
47;1.443;-1.888297;2.953148;1;0;1;2.344575;26.80423;(0.1, 1.8, 0.3)
48;1.455;-1.811746;2.359032;1;0;1;2.612924;26.12238;(0.1, 1.8, 0.3)
49;1.475;-1.833965;1.727316;1;0;1;3.560238;24.37964;(0.1, 1.8, 0.3)
50;1.513;-1.614117;0.1102655;1;0;1;3.843699;24.15964;(0.1, 1.8, 0.3)
51;1.524;-1.644868;-0.04198457;1;0;1;4.022021;23.92102;(0.1, 1.8, 0.3)
52;1.546;-1.777065;-0.2086753;0;0;1;3.941491;23.25937;(0.1, 1.8, 0.3)
53;1.561;-2.290071;-0.7626885;1;0;1;3.832333;23.13538;(0.1, 1.8, 0.3)SaccadeStart;
