Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91512;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;0;-35.91512;0;0;0;0;0;(0.0, 1.6, 0.0)
4;0.442;-0.4387439;-29.81669;1;0;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
5;0.480;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
6;0.497;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
7;0.513;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
8;0.533;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
9;0.550;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
10;0.565;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
11;0.581;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
12;0.597;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
13;0.613;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
14;0.627;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
15;0.644;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
16;0.660;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
17;0.674;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
18;0.691;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
19;0.707;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
20;0.721;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
21;0.737;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
22;0.750;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
23;0.766;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
24;0.783;-0.4387439;-29.81669;0;0;0;0;0;(0.0, 1.6, 0.0)
