Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91506;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;-4.320949;-37.35933;0;0;0;-16.44446;4.131104;(0.2, 1.6, 0.1)
4;0.533;-5.690332;-3.423885;1;0;1;9.067482;-5.964471;(0.2, 1.6, 0.1)SaccadeStart;
5;0.590;30.2539;-4.019516;0;1;1;-12.76874;-5.793446;(0.2, 1.6, 0.1)
6;0.621;-6.465913;-7.757924;1;1;1;-12.49109;-8.094787;(0.2, 1.6, 0.1)SaccadeStart;
7;0.656;-8.858926;-13.32463;0;0;1;4.116682;-8.234823;(0.2, 1.6, 0.1)
8;0.680;7.255795;-12.13558;1;1;1;4.028056;-8.254866;(0.2, 1.6, 0.1)SaccadeStart;
9;0.709;6.756334;-12.045;0;0;0;3.972929;-8.181698;(0.2, 1.6, 0.1)
10;0.737;5.909631;-12.29804;0;0;0;3.946375;-8.07655;(0.2, 1.6, 0.1)
11;0.764;6.315289;-20.12354;1;0;1;3.931153;-7.986535;(0.2, 1.6, 0.1)SaccadeStart;
12;0.793;6.37475;-20.0802;0;0;0;3.895285;-7.924768;(0.2, 1.6, 0.1)
13;0.820;7.029688;-19.57668;0;0;0;3.833013;-7.895555;(0.2, 1.6, 0.1)
14;0.856;6.770572;-18.47671;0;0;0;16.63522;-7.875174;(0.2, 1.6, 0.1)
15;0.879;19.53823;-17.29726;1;1;1;16.48734;-7.850008;(0.2, 1.6, 0.1)SaccadeStart;
16;0.894;19.66095;-17.21259;0;0;0;16.40632;-7.829754;(0.2, 1.6, 0.1)
17;0.907;19.67939;-17.23759;0;0;0;16.32308;-7.8021;(0.2, 1.6, 0.1)
18;0.922;19.68171;-17.24562;0;0;0;16.23479;-7.763175;(0.2, 1.6, 0.1)
19;0.936;19.68476;-17.23405;0;0;0;16.15786;-7.718257;(0.2, 1.6, 0.1)
20;0.952;19.68996;-17.18149;0;0;0;16.09046;-7.661031;(0.2, 1.6, 0.1)
21;0.967;19.68402;-17.18594;0;0;0;16.02749;-7.591252;(0.2, 1.6, 0.1)
22;0.983;19.6671;-17.14644;0;0;0;15.97682;-7.529471;(0.2, 1.6, 0.1)
23;1.041;19.66601;-17.13432;0;0;0;15.88902;-7.437859;(0.2, 1.6, 0.1)
24;1.129;19.70293;-17.06631;0;0;0;15.84763;-7.407181;(0.2, 1.6, 0.1)
25;1.158;19.6331;-17.09657;0;0;0;15.38989;-7.025685;(0.2, 1.6, 0.1)
26;1.201;19.29124;-16.84824;0;0;0;15.24785;-6.935367;(0.2, 1.6, 0.1)
27;1.218;19.01833;-16.53894;0;0;0;15.12243;-6.815527;(0.2, 1.6, 0.1)
28;1.236;18.81171;-16.49849;0;0;0;15.01587;-6.660872;(0.2, 1.6, 0.1)
29;1.250;18.8345;-16.77741;0;0;0;14.95946;-6.571395;(0.2, 1.6, 0.1)
30;1.267;19.61637;-17.37706;1;0;1;14.89908;-6.459835;(0.2, 1.6, 0.1)SaccadeStart;
31;1.281;19.93239;-17.81211;0;0;0;14.84942;-6.336362;(0.2, 1.6, 0.1)
32;1.308;20.03266;-17.76212;0;0;0;14.73862;-6.038536;(0.2, 1.6, 0.1)
33;1.322;20.99472;-16.7182;1;0;1;14.66608;-5.841636;(0.2, 1.6, 0.1)SaccadeStart;
34;1.337;20.97259;-16.68369;0;0;0;14.57688;-5.621791;(0.2, 1.6, 0.1)
35;1.349;20.60722;-16.70215;0;0;0;14.46133;-5.368796;(0.2, 1.6, 0.1)
36;1.366;20.59533;-16.71089;0;0;0;14.30058;-5.068236;(0.2, 1.6, 0.1)
37;1.379;21.19742;-18;1;0;1;14.11761;-4.754391;(0.2, 1.6, 0.1)SaccadeStart;
38;1.394;21.19417;-17.96606;0;0;0;13.89087;-4.381869;(0.2, 1.6, 0.1)
39;1.410;21.3358;-17.96427;0;0;0;13.6142;-3.938215;(0.2, 1.6, 0.1)
40;1.437;21.53025;-18.05951;0;0;0;12.8786;-2.823302;(0.2, 1.6, 0.1)
