Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91512;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;-4.171951;-36.52996;0;0;0;-0.978302;-0.2309682;(0.2, 1.6, 0.0)
4;0.687;10.76063;-1.026596;1;0;1;13.24026;-6.56684;(0.2, 1.6, 0.0)SaccadeStart;
5;0.781;17.97952;-35.69086;0;0;1;-2.729004;-6.779615;(0.2, 1.6, 0.0)
6;0.850;8.050473;-12.80763;1;0;1;10.47788;-6.694819;(0.2, 1.6, 0.0)SaccadeStart;
7;0.908;16.12247;-11.50047;0;1;1;10.41963;-6.693667;(0.2, 1.6, 0.0)
8;0.935;16.20986;-10.4549;0;0;0;10.36333;-6.701263;(0.2, 1.6, 0.0)
9;0.949;13.98463;-8.171629;1;0;1;10.35048;-6.741887;(0.2, 1.6, 0.0)SaccadeStart;
10;0.972;7.830692;-8.361009;0;1;1;10.33165;-6.743223;(0.2, 1.6, 0.0)
11;0.999;14.10633;-9.80441;1;1;1;10.29592;-6.685369;(0.2, 1.6, 0.0)SaccadeStart;
12;1.029;7.498098;-9.332647;0;1;1;10.21465;-6.555383;(0.2, 1.6, 0.0)
13;1.186;7.164942;-9.312409;0;0;0;10.05767;-6.380015;(0.2, 1.6, 0.0)
14;1.248;8.614825;-9.817042;0;0;0;8.908103;-5.718752;(0.2, 1.6, 0.0)
15;1.264;13.10385;-10.5172;1;1;1;5.79161;-4.580664;(0.2, 1.6, 0.0)SaccadeStart;
16;1.283;5.456716;-7.610234;0;0;1;3.960341;-3.601146;(0.2, 1.6, 0.0)
17;1.313;7.064725;-7.252769;1;1;1;3.141534;-3.01614;(0.2, 1.6, 0.0)SaccadeStart;
18;1.342;6.753605;-7.30096;0;0;0;2.18632;-2.353713;(0.2, 1.6, 0.0)
19;1.420;7.007163;-7.74162;0;0;0;1.150034;-1.636488;(0.2, 1.6, 0.0)
20;1.438;6.484618;-7.42472;0;0;0;0.06521003;-0.9699823;(0.2, 1.6, 0.0)
