Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91512;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;5.813502;-44.85429;0;0;0;-27.85431;-6.478557;(-0.3, 1.8, 0.5)
4;0.687;-39.09629;-16.84942;1;0;1;-18.26801;6.845215;(0.3, 1.7, -0.1)SaccadeStart;
5;0.786;-13.8127;-6.321989;0;0;1;-5.745178;5.168121;(0.3, 1.7, -0.1)
6;0.854;-2.799121;0.9458127;1;0;1;-23.05573;5.10022;(0.3, 1.6, -0.1)SaccadeStart;
7;0.915;-20.1567;0.2550296;0;1;1;-22.85913;4.975891;(0.3, 1.6, -0.1)
8;0.935;-20.3881;-0.2807981;0;0;0;-22.85443;5.078033;(0.3, 1.6, -0.1)
9;0.950;-20.7572;-0.4448826;0;0;0;-22.85916;5.101532;(0.3, 1.6, -0.1)
10;0.978;-20.7957;-0.4627919;0;0;0;-22.84201;5.088745;(0.3, 1.7, -0.1)
11;1.007;-20.85963;-0.3756122;0;0;0;-22.83798;5.083405;(0.3, 1.7, -0.1)
12;1.119;-20.86637;-0.349957;0;0;0;-22.82736;5.089905;(0.3, 1.7, -0.1)
13;1.190;-21.3541;-0.4181484;0;0;0;-22.81137;5.135925;(0.3, 1.7, -0.1)
14;1.268;-21.34346;-0.2543754;0;0;0;-22.80365;5.230713;(0.3, 1.7, -0.1)
15;1.284;-14.0563;-0.2961874;1;1;1;-22.7677;5.22525;(0.3, 1.7, -0.1)SaccadeStart;
16;1.307;-13.86191;-0.5427296;0;0;0;-22.7139;5.24762;(0.3, 1.7, -0.1)
17;1.333;-13.82286;-0.4971969;0;0;0;-22.67822;5.269928;(0.3, 1.7, -0.1)
18;1.347;-13.44044;-0.8470504;0;0;0;-22.65628;5.280396;(0.3, 1.7, -0.1)
19;1.401;-13.43825;-0.8457916;0;0;0;-22.6322;5.291748;(0.3, 1.7, -0.1)
20;1.415;-13.37036;-0.9537338;0;0;0;-22.60648;5.305237;(0.3, 1.7, -0.1)
