Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91506;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;-0.6263189;-37.19258;0;0;0;0.8196447;-4.03089;(0.0, 1.7, 0.0)
4;0.489;8.442909;3.090075;1;0;1;-0.07571411;-12.75811;(0.0, 1.6, 0.0)SaccadeStart;
5;0.547;4.648418;-32.77958;0;0;1;0.2736626;-12.94316;(0.0, 1.6, -0.1)
6;0.565;4.82316;-33.68667;1;0;1;0.2455152;-13.04792;(0.0, 1.6, -0.1)SaccadeStart;
7;0.636;4.63112;-34.01893;0;0;0;-13.57733;-13.0841;(0.0, 1.6, -0.1)
8;0.649;-6.997813;-34.22751;1;1;1;-13.48752;-13.09846;(0.0, 1.6, -0.1)SaccadeStart;
9;0.678;-6.307646;-26.69239;0;0;1;-13.43732;-13.09149;(0.0, 1.6, -0.1)
10;0.706;-8.745459;-13.39665;1;0;1;-13.41589;-13.07464;(0.0, 1.6, -0.1)SaccadeStart;
11;0.734;-5.851253;-4.560436;1;0;1;-13.39783;-13.07236;(0.0, 1.6, -0.1)
12;0.762;-6.075718;-6.227198;0;0;1;-13.38171;-13.07956;(0.0, 1.6, -0.1)
13;0.779;-5.909667;-6.492413;0;0;0;-13.375;-13.07645;(0.0, 1.6, -0.1)
14;0.804;-5.734467;-6.661762;0;0;0;-13.36157;-13.06235;(0.0, 1.6, -0.1)
15;0.834;-5.624164;-6.759282;0;0;0;-13.35034;-13.03485;(0.0, 1.6, -0.1)
16;0.861;-5.496472;-6.843825;0;0;0;-13.34491;-13.00517;(0.0, 1.6, -0.1)
17;0.876;-5.377794;-6.905718;0;0;0;-13.34378;-12.99354;(0.0, 1.6, -0.1)
18;0.905;-5.344251;-6.899623;0;0;0;-13.33542;-12.97889;(0.0, 1.6, -0.1)
19;0.919;-5.167776;-6.890926;0;0;0;-13.32886;-12.97803;(0.0, 1.6, -0.1)
20;0.950;-5.135933;-6.884464;0;0;0;-13.31149;-12.97257;(0.0, 1.6, -0.1)
21;0.978;-5.091801;-6.843318;0;0;0;-13.29272;-12.96086;(0.0, 1.6, -0.1)
22;1.004;-5.002328;-6.749089;0;0;0;-13.28702;-12.96176;(0.0, 1.6, -0.1)
23;1.043;-4.914959;-6.634665;0;0;0;-13.29083;-12.97208;(0.0, 1.6, -0.1)
24;1.085;-4.762661;-6.476441;0;0;0;-13.31689;-12.99222;(0.0, 1.6, -0.1)
25;1.139;-4.657062;-6.377068;0;0;0;-13.34265;-13.01044;(0.0, 1.6, -0.1)
26;1.198;-4.635473;-6.341186;0;0;0;-13.34671;-13.01877;(0.0, 1.6, -0.1)
27;1.211;-4.452414;-6.105033;0;0;0;-13.29871;-13.0667;(0.0, 1.6, -0.1)
28;1.234;-4.427222;-6.102569;0;0;0;-13.26929;-13.07048;(0.0, 1.6, -0.1)
29;1.261;-4.408599;-6.088636;0;0;0;-13.24283;-13.06117;(0.0, 1.6, -0.1)
30;1.277;-4.373996;-6.039188;0;0;0;-13.2305;-13.05639;(0.0, 1.6, -0.1)
31;1.304;-4.365207;-6.032384;0;0;0;-13.20587;-13.04741;(0.0, 1.6, -0.1)
32;1.321;-4.337614;-5.991927;0;0;0;-13.18823;-13.04363;(0.0, 1.6, -0.1)
33;1.348;-4.311173;-5.968015;0;0;0;-13.14807;-13.05438;(0.0, 1.6, -0.1)
34;1.377;-4.275716;-5.927279;0;0;0;-13.09338;-13.09498;(0.0, 1.6, -0.1)
35;1.391;-4.682261;-7.697195;1;0;1;-0.3117676;-13.12846;(0.0, 1.6, 0.0)SaccadeStart;
36;1.419;8.791801;-5.695196;0;1;1;-0.2181091;-13.2522;(0.0, 1.6, 0.0)
37;1.449;8.658266;-5.522739;0;0;0;0.004088134;-13.49412;(0.0, 1.6, 0.0)
38;1.479;12.48252;-6.34385;1;1;1;0.485261;-13.9594;(0.0, 1.6, 0.0)SaccadeStart;
39;1.505;11.81517;-10.02333;0;0;1;1.200126;-14.68437;(0.0, 1.6, 0.0)
